specfile|restwave|zsys|col|bval|vel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|trans

GOTOQJ1328+2159a_F.fits| 3934.777| 0.13528| 15| 30.0| 0| 3| 3| 3| -40.0| 40.0| 4466.37363| 4467.67363| 4466.36232| 4467.70241| CaII 
GOTOQJ1328+2159a_F.fits| 3969.591| 0.13528| 15| 20.0| 0| 3| 3| 3| -30.0| 30.0| 4506.19727| 4506.99727| 4506.13949| 4507.04079| CaII
 
GOTOQJ1328+2159a_F.fits| 5891.5833| 0.13528| 15| 20.0| 0| 2| 2| 2| -20.0| 35.0| 6688.19669| 6689.29669| 6688.12908| 6689.24384| NaI
GOTOQJ1328+2159a_F.fits| 5897.5581| 0.13528| 15|  0.0| 0| 2| 2| 2| -60.0| 53.75| 6694.28809| 6696.37976| 6694.37415| 6696.38272| NaI 
