specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
GOTOQJ1044+0518a_F.fits|3934.777|0.108|12.604|0.069|12.118|5.515|0.012|2.088|2|2|2|-85.0|40.0|4358.617290719661|4360.2579161319245|3335|3347|0.108|CaII|-|none 
GOTOQJ1044+0518a_F.fits|3969.591|0.108|12.604|0.0|12.118|0.0|0.012|0.0|2|2|2|-35.0|30.0|4397.843388439423|4398.704061909068|3604|3610|0.108|CaII|-|none 
